dataset	example_uid	question	answer	incorrect	correct	evidence
movieQA	8944	Where do Jane and Darcy go , while in London ?	They go to an abandoned factory in order to determine the origins of the Aether .	Jane and Darcy go to an abandoned factory in order to determine the origins of the Aether .	While in London , Jane and Darcy go to an abandoned factory where there are portals which are disrupting the laws of physics .	"In London, astrophysicist Dr. Jane Foster and her intern Darcy Lewis travel to an abandoned factory where such portals have appeared, disrupting the laws of physics around them.
"
movieQA	2592	How does the Erudite faction plan to use the Dauntless ?	The Erudites plan to use the Dauntless to kill the members of Amity	The Erudites plan to use the Dauntless to kill the members of Amity .	The Erudite faction plan to use the Dauntless to kill the members of Abnegation .	"The next morning, the Dauntless prepare to execute Abnegations by the orders of the Erudites.
"
movieQA	3886	Why is Spooner initially skeptical about Dr. Lanning 's death being a suicide ?	Because of Robertson 's quick conclusion	Spooner is initially skeptical about Dr. Lanning 's death being a suicide because of Robertson 's quick conclusion .	Spooner is initially skeptical about Dr. Lanning 's death being a suicide because he left no note .	"Spooner is skeptical; Lanning left no notebut he did leave a holographic device that responds to certain questions asked of it.
 Spooner and robopsychologist Susan Calvin consult USR's central artificial intelligence computer named VIKI, where they discover that security footage of Lanning's fatal fall has been corrupted.
"
movieQA	10231	What is the name of the nightclub ?	The Cafe American	The Cafe American is the name of the nightclub .	The name of the nightclub is Rick 's Cafe Americain .	"""Rick's Caf Amricain"" attracts a varied clientele: Vichy French, Italian, and German officials; refugees desperate to reach the still neutral United States; and those who prey on them.
"
movieQA	9111	Which city did the Decepticons declare war on ?	Earth	The Decepticons declared war on Earth .	The Decepticons declared war on Chicago .	"The Decepticons, led by Megatron and Sentinel, seize Chicago as their agents place Pillars around the world.
"
movieQA	773	What is the name of the hunting guide who was with the victim ?	Will .	Will is the name of the hunting guide who was with the victim .	The name of the hunting guide who was with the victim is Jack .	"A hunting guide named Jack claims that the man with whom he was hunting accidentally shot and killed himself.
"
movieQA	955	What do Frankie and James plan to do after Frankie is released ?	Move to Mexico	Frankie and James plan to move to Mexico after Frankie is released .	Frankie and James plan to commit a heist unlike any other after Frankie is released .	"Now, Frankie is released and back on the streets with no money and no place to go, all that's left is for him and James to commit a heist unlike any other.
"
movieQA	10992	What does Gil find on a book stall by the Seine ?	A collection of antique comics	Gil finds a collection of antique comics on a book stall by the Seine .	Gills finds Adriana 's diary on a book stall by the Seine .	"He buys a Cole Porter seventy-eight, and then finds Adriana's diary from the 1920s on a book stall by the Seine, which reveals that she was in love with him.
"
movieQA	3845	Who is Tala supposed to get married to ?	Ramzi	Tala was supposed to get married to Ramzi	Tala is supposed to get married to Hani .	"In the upper echelons of traditional Middle Eastern society, wealthy Christian Palestinians Reema and Omar prepare for the marriage of their visiting daughter Tala to Hani in Jordan.
"
movieQA	6117	What does Charlie discover after his father 's death about his family ?	That his father left him nothing	Charlie discovered that his father left him nothing after his father 's death .	After his family 's death Charlie discovers that he is receiving his father 's 1949 Buick Roadmaster convertible .	"Through social engineering he learns the money is being directed to a mental institution, which he visits and meets his older brother, Raymond, whose existence he was previously unaware of.
"
movieQA	2052	What is the name of the camp guard that helps smuggle Theo , Kee , and Miriam in ?	Bexhill	The name of the camp guard that helps smuggle Theo , Kee , and Miriam in is Bexhill .	Syd is the name of the camp guard that helps smuggle Theo , Kee , and Miriam in .	"The group meets with Syd, who transports them to Bexhill disguised as prisoners.
"
movieQA	8636	ow does the Harvard President react to the complaints of the Winklevoss twins and Narendra ?	He is excited	The Harvard President reacted excitedly to the complaints of the Winklevoss twins and Narendra .	The Harvard President is indifferent and does n't care when there are complaints of the Winklevoss twins and Narendra .	"They raise their complaint with Harvard President Larry Summers, who is dismissive and sees no value in either disciplinary action or Thefacebook website itself.
"
movieQA	6009	Who is Captain Jack Sparrow ?	A thief	Captain Jack Sparrow is a thief .	Captain Jack Sparrow is a pirate .	"She is rescued by Captain Jack Sparrow, who Norrington identifies as a pirate who intends on commandeering a ship.
"
movieQA	742	What are Maggie and Sam trying to do for most of the film ?	To reconcile Anton and Linda	Maggie and Sam are trying to reconcile with Anton and Linda for most of the film .	For most of the film Maggie and Sam are trying to break up Anton and Linda .	"Two pairs of lovers play out a comedy of errors, in which Maggie and Sam, an astronomer, try several unethical and nasty tricks to break apart the envied union of their respective former partners, Anton and Linda .
"
movieQA	5412	When is Salameh killed ?	1975	Salameh is killed in 1975 .	Salameh was killed in 1979 .	"A final intertitle notes that 9 of the 11 original targets were eventually assassinated, including Salameh in 1979.
"
movieQA	750	What does Sam plan to do when he moves to New York ?	To harrass Linda until she takes him back	Once he moves to New York , Sam plans to harass Linda until she takes him back .	Sam plans to wait until Linda decides to leave her current boyfriend when he moves to New York .	"He therefore does what every other normal dumpee would do: he goes to New York and sets up house in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover.
"
movieQA	8260	Why does Prince Albert return to Logue ?	Because his wife insists	Prince Albert 's wife insists he return to Logue .	Prince Albert returns to Logue because he hears Logue 's recording of him articulately reciting Shakespear .	"Later, the Duke plays Logue's recording and hears himself unhesitatingly reciting Shakespeare.
"
movieQA	4065	How old is the knight guarding the Grail ?	2000 years old	The knight guarding the Grail is 2000 years old .	The knight guarding the grail is over 700 years old .	"He has been kept alive for seven hundred years by the power of the Grail, which is hidden among dozens of fake Grails.
"
movieQA	1761	What is Borat 's producer 's name ?	Azamat Buenell	Borat 's producer 's name is Azamat Buenell .	Borat 's producer 's name is Azamat Bagatov .	"4 prostitute in all of Kazakhstan"" sister, ""the town rapist"", and ""the town mechanic and abortionist"" bringing along his producer Azamat Bagatov and a pet chicken.
"
movieQA	1931	Who does Carrie dance with at the prom ?	Freddy	Carrie dances with Freddy at the prom .	Carrie dances with Tommy at the prom .	"After Miss Collins comforts her with stories of her own prom, Carrie begins to enjoy herself and dances blissfully with Tommy, who gives her a first kiss.
"
movieQA	4276	Who arrests Jackie on her return to the US ?	Ray Nicolette and Beaumont Livingston	Ray Nicolette and Beaumont Livingston arrest Jackie on her return to the US .	Ray Nicolette and LAPD detective Mark Dargus arrest Jackie on her return to the US .	"Acting on information Beaumont had indeed shared, ATF agent Ray Nicolette and LAPD detective Mark Dargus intercept Jackie as she returns to the United States with Ordell's cash and some cocaine that Brown was unaware was stashed in her bag.
"
movieQA	5475	What happens when OJ drinks water from the toilet bowl ?	He learns to fly	When OJ drinks water from the toilet bowl he learns to fly .	He flies away , when OJ drinks water from the toilet bowl .	"When the bird drinks from the toilet polluted with drugs, it flies away.
"
movieQA	3062	What kind of gift did Griet receive from the cook ?	the ring she wore in the painting .	The gift Griet received from the cook is the ring she wore in the painting .	Griet received from the cook the blue headscarf she wore in the the painting .	"Later, Griet is visited by the cook from the house, who comes bearing a gift: a sealed packet containing the blue headscarf she wore in the painting, wrapped around Catharina's pearl earrings.
"
movieQA	1625	What does Archer tell Maddy right before his death , when he gives her consent to publish his revelations ?	You have to write about me .	Archer tells Maddy she has to write about him right before his death , when he gives her consent to publish his revelations .	Archer tells Maddy , `` It 's a real story now , '' right before his death , when he gives her consent to publish his revelations .	"Vandy and his son rendezvous with a charter pilot, Nabil, who flies them to safety while Archer makes a final phone call to Maddy Bowen.
 He asks her to assist Vandy, and gives her consent to publish his revelations of the diamond trade, telling her, ""It's a real story now.""
"
movieQA	1697	Where does Cindy live , when she and Dean meet ?	With her grandparents	Cindy lives with her grandparents when she and Dean meet .	Cindy lives with her parents when she and Dean meet .	"Cindy is a pre-med student living with her constantly fighting parents and also caring for her grandmother in Pennsylvania.
"
movieQA	4691	Who is Oogway ?	A karate grand master and Shifu 's mentor	Oogway is a karate grand master and Shifu 's mentor .	Oogway is a kung-fu grand master and Shifu 's mentor .	"Grand Master Oogway, an old tortoise and Shifu's mentor, has a vision that Shifu's adoptive son and former student, the evil snow leopard Tai Lung, will escape from prison and return to the Valley of Peace to take revenge for being denied the Dragon Scroll, which is said to hold the secret to limitless power.
"
movieQA	6678	Who shoots Georgia in the elevator ?	Messner	Messner shot Georgia in the elevator .	Acosta shoots Georgia in the elevator .	"Acosta, still alive, shoots Georgia, but is shot by Carruthers.
"
movieQA	7716	Who gets away with the painting during the chaos ?	Kovacs	Kovacs gets away with the painting during the chaos .	Agatha got away with the painting during the chaos .	"A chase and a chaotic gunfight ensue before Zero and Agatha flee with the painting .
"
movieQA	11243	What does Prof. Kirke tell Lucy when she tries to return to Narnia through the wardrobe ?	That they will return to Narnia when they try really hard and ask for it .	When Lucy tries to return to Narnia through the wardrobe , Prof. Kirke tells her that they will return to Narnia when they try really hard and ask for it .	When she tries to return to Narnia through the wardrobe , Prof. Kirke tells Lucy that they will probably return to Narnia when they least expect to .	"Lucy later attempts to return to Narnia via the wardrobe, but Professor Kirke tells her he has tried for many years, and they will probably return to Narnia when they least expect to.
"
movieQA	3347	What happens to Simon and Theresa at the end of the film ?	They discover that Theresa is pregnant .	Simon and Theresa discover that Theresa is pregnant at the end of the film .	Simon and Theresa get back together at the end of the film .	"Percy goes after Simon and brings him back to Theresa where they get back together, then the festivities begin.
"
movieQA	8533	Who does Walter call when he is detained by the airport security ?	He calls O'Connell .	Walter calls O'Connell when he is detained by airport security .	Walter calls Todd Maher , a representative at eHarmony , when he is detained by the airport security .	"Mitty calls the only person he knows in Los Angeles: Todd Maher, a representative at eHarmony who has kept in contact during Mitty's adventures.
"
movieQA	8554	Why is Walter fired ?	for stealing	Walter is fired for stealing .	Walter is fired for failing to recover the negative .	"For failing to recover the negative, his first failure in a long career with the magazine, Mitty is fired.
"
movieQA	8836	Why do Lady Sif and the Warriors Three travel to Earth ?	Because they want to show their support for Loki .	Lady Sif and the Warriors Three travel to Earth because they want to show their support for Loki .	Lady Sif and the Warriors Three travel to Earth because they are unhappy with Loki 's rule .	"Sif and the Warriors Three, unhappy with Loki's rule, attempt to return Thor from exile, convincing Heimdall, gatekeeper of the Bifrstthe means of traveling between worldsto allow them passage to Earth.
"
movieQA	2681	What colour is Mary 's dress at the execution ?	Blue	Mary 's dress is blue at the execution .	Mary 's dress was red at the execution .	"She is beheaded, ascending the block in a blood-red dress, red being the Catholic liturgical color for martyrs.
"
movieQA	510	What is Nash 's `` roommate 's '' name ?	Martin	Martin is Nash 's `` roommate 's '' name .	Nash 's `` roommate 's '' name is Charles .	"He also meets his roommate Charles Herman, a literature student.
"
movieQA	1923	Where does Carrie live ?	California	Carrie lives in California .	Carrie lives in North Carolina .	"Carrie White, a shy and friendless 17-year-old girl, is the scapegoat and outcast of her school in North Carolina.
"
movieQA	11346	Who is the Dent Act named after ?	Gotham 's dentist called Dr. Dent	The Dent Act is named after Gotham 's dentist called Dr. Dent .	The Dent Act is named after Harvey Dent .	"Eight years after the events of the second film, the Dent Act, dedicated to Gotham City's late district attorney Harvey Dent, grants the Gotham Police Department powers which nearly eradicate organized crime.
"
movieQA	8039	Who summons Azog to Dol Guldur ?	The Pathfinder	The Pathfinder summons Azog to Dol Guidur .	The Necromancer summons Azog to Dol Guldur .	"That night, Azog is summoned to Dol Guldur by the Necromancer, who commands him to marshal his forces for war.
"
movieQA	10945	Who is the new MIB Chief ?	Agent J	Agent J is the new MIB Chief .	The new MIB Chief is Agent O.	"Boris travels back in time to kill the young Agent K. With history altered so that K is long-dead, J finds that only his memory has been unaffected, and no one from the Agency understands his obsession with K until Agent O, the new Chief, deduces that there has been a fracture in the space-time continuum.
"
movieQA	8188	Why does Driss leave the lunch he had with Philippe at a Cabourg restaurant ?	Because Phillipe asks to be alone	Driss leaves the lunch he had with Philippe at a Cabourg restaurant because Phillipe asks to be alone .	Driss leaves the lunch he had with Philippe at a Cabourg restaurant because Elonore is joining Phillipe for lunch .	"After they have eluded the police, Driss takes Philippe to the seaside.
 Upon shaving and dressing elegantly, Philippe and Driss arrive at a Cabourg restaurant with a great ocean view.
 Driss suddenly leaves the table and says good luck to Philippe for his lunch date.
 A few seconds later, Elonore arrives.
"
movieQA	8327	What is the name of the Dark Lord ?	Smeagol	Smeagol is the name of the Dark Lord .	Sauron was the name of the Dark Lord .	"In the Second Age of Middle Earth, the Dark Lord Sauron forges the One Ring in Mount Doom to conquer the land.
"
movieQA	3102	What does Cicero tell Maximus when he comes to visit him in the gladiators ' quarters ?	He tells Maximus that he thinks Commodus is stupid	Cicero tells Maximums when he comes to visit him in the gladiator 's quarters that he thinks Commodus is stupid .	Cicero tells Maximus that he still has the loyalty of the legions when he comes to visit him in the gladiators ' quarters .	"As Maximus is being escorted back to the gladiators' quarters, his former orderly Cicero approaches him and says that he still has the loyalty of the legions, encamped near Rome.
"
movieQA	8108	What happened to Peeta in the aftermath of the arena 's power shut down ?	He escaped	Peeta escaped in the aftermath of the arena 's power shut down .	In the aftermath of the arena 's power shut down , Peeta was taken by the Capitol .	"They were unable to rescue Peeta and Johanna, who were taken by the Capitol.
"
movieQA	4521	What kind of party is Chris attending in the beginning of the film ?	An engagement party	Chris is attending an engagement party in the beginning of the film .	At the beginning of the film Chris attends a graduation party .	"He attends the graduation party of his best friend, Jamie Palamino, whom he secretly has a huge romantic crush on.
"
movieQA	2590	What is Tris trying to do during the Dauntless ' raid of the Abnegation houses ?	Find Jeanine	Tris is trying to find Jeanine during the Dauntless ' raid of the Abnegation houses .	Tris is trying to find her parents during the Dauntless ' raid of the Abnegation houses	"The next morning, the Dauntless prepare to execute Abnegations by the orders of the Erudites.
 Divergents are unaffected by the new serum, so Tris must blend in to avoid suspicion.
 While the Dauntless move to raid the Abnegation, Tris and Four separate from the group and attempt to locate Tris' parents, but Eric sees that Four is not under control and captures the two.
"
movieQA	5291	What do Brooks and Marshall realize about Jane after the detectives from Palo Alto come looking for her ?	That she would be arrested no matter what	After the detectives from Palo Alto come looking for her , Brooks and Marshall realize that Jane would be arrested no matter what .	After the detectives from Palo Alto come looking for Jane , Brooks and Marshall realize that she committed the murder .	"Marshall and Brooks realize that Jane committed the murder and consider letting her go to jail to ""save her"" from becoming like them.
"
movieQA	7651	What is the state of affairs in Zubrowka in 1932 ?	The war has finished and the town is starting to recover	In Zubrowka in 1932 , the war has finished and the town is starting to recover .	In 1932 , the town of Zubrowka is on the verge of war .	"Zubrowka is on the verge of war, but this is of little concern to Monsieur Gustave H., the Grand Budapest's devoted concierge.
"
movieQA	10222	What happens to Strasser near the end of the film ?	He is arrested	Strasser is arrested near the end of the film .	Strasser is killed by Rick near the end of the film .	"Rick kills him when he tries to intervene.
"
movieQA	4250	How much money is actually in the bag Jackie gives Melanie ?	$ 8,000	$ 8,000 is in the bag Jackie gives Melanie .	There is $ 50,000 in the bag Jackie gives Melanie .	"Instead, the bag she gives Melanie contains only $50,000 and the rest is left behind in the dressing room for Max to pick up.
"
movieQA	7900	Who is Saruman ?	An elf	Saruman is an elf .	Saruman is a member of the White Council .	"Gandalf later approaches the White Council consisting of Elrond, Galadriel and Saruman the White about his involvement with the dwarves.
"
movieQA	3899	Why does one person stay in each level of the layered dreaming ?	To connect with people staying on that layer of a dream .	One person stays in each level of the layered dreaming to connect with people staying on that layer of a dream .	To awake other sleeping team members in another dream , one person stays in each level of the layered dreaming .	"At each level in the layered dreaming, the person generating the dream stays behind to set up a ""kick"" that will be used to awaken the other sleeping team members who have entered another dream layer deeper.
"
movieQA	9054	How did Sam actually destroy the AllSpark ?	He melted it	Sam destroyed the AllSpark by melting it .	Sam destroyed the AllSpark by ramming it into Megatron 's chest .	"Instead, Witwicky inserts the cube into Megatron's chest, which kills him and destroys the AllSpark.
"
movieQA	9738	What information does Maya receive on the day Jessica is killed ?	Receives an interrogation video of a Ahmed detainee	Maya receives an interrogation video of a Ahmed detainee on the day Jessica is killed .	Maya receives an interrogation video of a Jordanian detainee on the day that Jessica is killed .	"That same day, a grieving Maya receives an interrogation video of a Jordanian detainee, who claims the man previously identified from a photograph as Abu Ahmed is a man he personally buried in 2001.
"
movieQA	4184	In what country is Mayapore located ?	Japan	Mayapore is located in Japan .	Mayapore is located in India .	"They come to Mayapore, a desolate village in northern India, where the poor villagers believe them to have been sent by the Hindu god Shiva and enlist their help to retrieve the sacred Sivalinga stone stolen from their shrine, as well as the community's children, from evil forces in the nearby Pankot Palace.
"
movieQA	8953	What are Brock Lovett and his team searching for inside the wreck of Titanic ?	The Heart of the Ocean bracelet	Brock Lovett and his team are searching inside the wreck of Titanic for the Heart of the Ocean bracelet .	Brock Lovett and his team are searching for the heart of the ocean necklace inside the wreck of Titanic .	"In 1996, treasure hunter Brock Lovett and his team aboard the research vessel Akademik Mstislav Keldysh search the wreck of RMS Titanic for a necklace with a rare diamond, the Heart of the Ocean.
"
movieQA	8648	What information does Kobayashi have on McManus and his group ?	He has their personal information , such as their families .	Kobayashi has personal information , such as their families , on McManus and his group .	Kobayashi has information about McManus and his group 's criminal past .	"Kobayashi possesses extensive details about the five's criminal past and how each of them had slighted Sze at some point even without knowing it.
"
movieQA	5889	What did Calypso do when she found out who trapped her ?	She killed Jones	Calypso killed Jones when she found out who trapped her .	When Calypso found out who trapped her , she vanished and summoned an enormous maelstrom .	"Barbossa frees Calypso, but when Will reveals it was Jones who imprisoned her, Calypso vanishes and summons an enormous maelstrom.
"
movieQA	7698	Where does Gustave keep the painting ?	Gustave keeps the painting in the hotel manager 's room	Gustave keeps the painting in the hotel manager 's room .	Gustave keeps the painting in the hotel 's safe .	"With the help of Zero, Gustave steals the painting and returns to the Grand Budapest, securing the painting in the hotel's safe.
"
movieQA	749	What happens to complicate Maggie and Sam 's plans to break up Linda and Anton and ruin Anton 's life ?	They each fall in love with someone else	Maggie and Sam 's plan to break up Linda and Anton and ruin Anton 's life gets complicated by them falling in love with someone else .	Maggie and Sam 's plans to break up Linda and Anton and ruin Anton 's life is complicated when they fall for each other .	"Mutually hostile at first, the two of them eventually join forces in an attempt to separate the couple and ruin Anton's life.
 However, complications ensue when Sam and Maggie start falling for each other.
"
movieQA	4907	What does Dog demand Big Chris to do as he holds his son hostage ?	Dog demands Big Chris to recover the guns and gun powder	Dog demands Big Chris to recover the guns and gun powder as he holds his son hostage .	Dog demands Big Chris to recover the money as he holds his son hostage .	"Chris delivers the money and guns to Harry, but discovers when he returns to his car that Dog is hiding inside, holding a knife to Little Chris's throat and demanding Chris recover the money.
"
movieQA	9449	Who lends his car to Matt ?	Daniel	Daniel lends his car to Matt .	Luke lends his car to Matt .	"He leaves a note for Lisa at Bellucci's, then asks to borrow Luke's car, promising to return it before nightfall.
"
movieQA	8239	What does Albert reveal at his next session ?	That he does not want to be king	Albert reveals at his next session that he does not want to be king .	At his next session Albert reveals that he still stammers when talking to his brother .	"At his next session, Albert expresses his frustration that while his speech has improved when talking to most people, he still stammers when talking to his own brother, and reveals the extent of Edward VIII's folly with Mrs. Simpson.
"
movieQA	1376	What does Thurman believe his father is doing ?	Away in a work trip	Thurman believes his father is away on a work trip .	Thurman believes that his father is exploring mountains .	"Thurman reveals that his mother died, and his father is away ""exploring mountains"" .
"
movieQA	3970	Where is Warehouse 51 located ?	In California	Warehouse 51 is located in California .	Warehouse 51 is located in Nevada .	"The Soviets infiltrate a warehouse labeled ""Warehouse 51"" in Nevada and force Jones to locate an alien corpse with a crystal skull, recovered ten years earlier.
"
movieQA	9337	Who confirms to Wesley that Cross is his real father ?	Cathy	Cathy confirms to Wesley that Cross is his real father .	Fox confirmed to Wesley that Cross is his real father .	"Before dying, Cross reveals that he is Wesley's real father.
 Fox confirms this, and explains that Wesley was recruited because he was the only person that Cross would not kill.
"
movieQA	9203	What do the Cullen siblings do to James ?	They cut off his arms and burn them	The Cullen siblings cut off James ' arms and burn them .	The Cullen siblings decapitated James and burned his body .	"Alice, Emmett, and Jasper destroy James, decapitating and burning him, as Edward sucks the venom from Bella's wrist, preventing her from turning into a vampire.
"
movieQA	7060	How many years has it been since Sam 's father Kevin went missing ?	Eighteen years	It has been eighteen years since Sam 's father Kevin went missing .	It has been 20 years since Sam 's father Kevin went missing .	"Twenty years later, his son Sam, now ENCOM's primary shareholder, takes little interest in the company beyond playing an annual prank on its board of directors.
"
movieQA	6688	Who is Rupert Reed ?	An assassin	Rupert Reed is an assassin .	Rupert Reed is the lawyer who posted Israel 's bail .	"Meanwhile, a team of Las Vegas bail bondsmen, Jack Dupree and his partners, ""Pistol"" Pete Deeks and Hollis Elmore, has been hired by the sleazy lawyer who posted Israel's bail, Rupert ""Rip"" Reed, to bring him into custody.
"
movieQA	11703	What does Magneto tell Professor Xavier at the end of the movie ?	He warns the professor that he will continue his fight against mutants	Magneto warns Professor Xavier at the end of the movie by telling him that he will continue to fight against his mutants .	At the end of the movie Magneto warns Professor Xavier that he will continue to fight against humans .	"Magneto warns him that he will continue his fight, to which Xavier promises that he and the X-Men will always be there to stop him.
"
movieQA	2440	How much does it cost to be a member of Dallas Buyers Club ?	It is free	It is free to be a member of Dallas Buyers Club .	It costs $ 400 per month to be a member of Dallas Buyers Club .	"The pair establish the ""Dallas Buyers Club"", charging $400 per month for membership, and it becomes extremely popular.
"
movieQA	9493	Why did Suzie and Kelly lie about being raped by Lombardo ?	Suzie admits that she and Kelly had made everything up to bring joy on Lombardo 's face	Suzie and Kelly lied about being raped by Lombardo to bring joy on Lombardo 's face .	Suzie and Kelly lied about being raped by Lombardo to get revenge on Lombardo .	"At trial, Suzie admits that she and Kelly had made everything up to get revenge on Lombardo: Suzie for him failing to bail her out of jail on a minor drug charge and Kelly for him having an affair with her mother, Sandra.
"
movieQA	2973	Who is about to kill Elsa ?	Oaken	Oaken is about to kill Elsa .	Hans is about to kill Elsa .	"Nevertheless, Anna, seeing that Hans is about to kill Elsa, throws herself between the two just as she freezes solid, blocking Hans' attack.
"
movieQA	9139	Who comes secretly to Achilles after he drags dead Hector to the Greek camp ?	Briseis	Briseis comes secretly to Achilles after he drags dead Hector to the Greek camp .	Priam comes secretly to Achilles after he drags dead Hector to the Greek camp .	"Priam, in disguise, sneaks into the camp and meets with Achilles, imploring him to let him take Hector's body back to Troy for a proper funeral.
"
movieQA	2163	Who saves Perseus and his men from the Scorpioxs ?	Pegasus	Pegasus saves Perseus and his men from the Scorpioxs .	Non-human desert sorcerers save Perseus and his men from the Scorpioxs .	"They are saved by a band of Djinn, non-human desert sorcerers led by Sheik Suleiman where the remaining Scorpioxs are tamed by the Djinn.
"
movieQA	5561	Who finds out about Jettel 's unfaithfulness ?	Only Regina	Only Regina finds out about Jettel 's unfaithfulness .	Regina and Walter find out about Jettel 's unfaithfulness .	"Jettel sleeps with a German-speaking British soldier to secure work and a home on a farm for the family, and Regina and Walter both find out.
"
movieQA	6797	Who do the Jedi rescue from Theed ?	Jar Jar Binks	Jedi rescues Jar Jar Binks from Theed .	The Jedi rescue Queen Amidala from Theed .	"There the Jedi try but fail to persuade the Gungan leader, Boss Nass into helping the people of Naboo, though they are able to obtain transportation to Theed, the capital city on the surface.
 They rescue Queen Amidala, the ruler of the Naboo people, and escape the planet on her royal starship, which is damaged as they pass the Federation blockade.
"
movieQA	9932	What is Ronny Heaslop to Adela ?	Her boyfriend	Ronny Heaslop her boyfriend .	Ronny Heaslop is Adela 's fiance .	"Adela Quested and Mrs Moore sail from England to India, where Ronny Heaslop, the older woman's son and younger woman's fianc, is the magistrate in the provincial town of Chandrapore.
"
movieQA	118	Why does Bianca ask Cameron to take her home ?	No reason in particular	Bianca asks Cameron to take her home for no reason in particular .	Bianca asks Cameron to take her home because she realizes Joey is shallow and conceited .	"Meanwhile, Bianca ignores Cameron in favor of Joey, leaving Cameron dejected.
 Bianca soon realizes, however, that Joey is shallow and self-absorbed, and asks Cameron for a ride home.
"
movieQA	4501	Where does an unknown creature kill the boat crew ?	It does n't kill them , it only harms them	It does n't kill them , it only harms them .	The unknown creature kills the boat crew in a fog bank .	"Tourists Ben Hildebrand and Eric Kirby decide to parasail around the island of Isla Sorna.
 A creature of unknown species attacks and kills the boat crew as it passes through a fog bank, but Ben uncouples the line, and with Eric bound with him, he goes sailing into the wilderness.
"
movieQA	4114	What does Indy think about the Sivalinga stone ?	That it may be worthless .	Indy thinks about the Sivalinga stone may be worthless .	Indy thinks the Sivalinga stone may be one of the five Sankara stones .	"During the journey to Pankot, Indy hypothesizes that the stone may be one of the five fabled Sankara stones that promise fortune and glory.
"
movieQA	9254	Where does Ryan go after he leaves the Las Vegas convention ?	He flies to Alex 's home in Las Vegas	Ryan flies to Alex 's home in Las Vegas after he leaves the Las Vegas convention .	Ryan flies to Alex 's home in Chicago after he leaves the Las Vegas convention .	"On an impulse, he flies to Alex's home in Chicago.
"
movieQA	10113	Where does Annie go to live after she 's kicked out of her apartment ?	She moves in with her sister	Annie goes to move in with her sister after she 's kicked out of her apartment .	Annie moves in with her mother after she 's kicked out of her apartment .	"Offended and overwhelmed, Annie leaves.
"
movieQA	2736	What does Carl want for compensation for the murders ?	An extra $ 40,000	Carl wants an extra $ 40,000 for compensation for the murders .	Carl wants the entire $ 80,000 ransom money as compensation for the murders .	"Also, Carl angrily demands that Jerry give him and Gaear the entire $80,000 ransom as extra payment for the murders.
"
movieQA	6757	Why does the judge sentence one of the witnesses to 60 days in prison ?	For impersonation	The judge sentences one of the witnesses to 60 days in prison for impersonation .	The judge sentences one of the witnesses to 60 days in prison for contempt of court .	"When the black judge, Barry Conrad Isaacs confronts him, the witness snaps, ""When the Yankees have all gone you'll be back in the field where you belong!""
 The judge sentences him to 30 days for contempt, increased to 60 days upon the man's protest.
"
movieQA	6174	What does Isabella ask from Smith ?	To help her to find her husband 's credit card record	Isabella asks smith to help her to find her husband 's credit card record .	Isabella asks Smith to find out what has happened to her husband .	"Growing worried, Isabella travels to Washington, D.C. to see old friend Alan Smith, who now works as an aide to Senator Hawkins, and plead with him to find out what has happened to her husband.
"
movieQA	4071	Who is Indy 's father ?	Dr. Elsa Schneider	Indy 's father is Dr. Elsa Schneider .	Indy 's father is Henry Jones , Sr. .	"Later, Indy is introduced to Walter Donovan, who informs him that Indy's father, Henry Jones, Sr., has vanished while searching for the Holy Grail, using an incomplete inscription as his guide.
"
movieQA	9731	Where is Maya seen at the end of the movie ?	Maya is last seen boarding a civilian transport to return to U.K.	At the end of the movie Maya is last seen boarding a civilian transport to return to U.K.	At the end of the movie , Maya is last seen boarding a military transport to return to the U.S.	"Maya is last seen boarding a military transport to return to the U.S. and sitting in its vast interior as its only passenger.
 The pilot asks her where she wants to go but she does not reply.
"
movieQA	6881	What kind of planet is Hoth ?	An ocean planet	Hoth is an ocean planet .	Hoth is an ice planet .	"Princess Leia leads a contingent, which includes Han Solo and Luke Skywalker, in a new base on the icy planet Hoth.
"
movieQA	11680	What is the intention of the Mutant Registration Act ?	That mutants get their own Registry and are easier to locate .	The intention of the Mutant Registration Act is that mutants get their own Registry and are easier to locate .	The intention of the Mutant Registration Act was that mutants publicly reveal their identities and abilities .	"Decades later, Senator Robert Kelly attempts to pass a ""Mutant Registration Act"" in Congress which would force mutants to publicly reveal their identities and abilities.
"
movieQA	6570	Why does Pat spend eight months in a mental hospital ?	He is treated for dementia	Pat spends eight months in a mental hospital as he is treated for dementia .	Pat spends eight months in a mental hospital because he is treated for manic depression .	"After eight months of treatment for bipolar disorder, Pat is released from a mental health facility in Baltimore, and returns to Lansdowne, Pennsylvania into the care of his father Patrizio and mother Dolores.
"
movieQA	1435	Who does Christine remember first ?	Mike	Christine remembers Mike first .	Christine remembers Claire first .	"Over the course of treatment, Christine faintly remembers a red-haired woman named Claire.
"
movieQA	3920	Who dreams the third level ?	Saito	Saito dreams in the third level .	Eames dreams the third level .	"The third level is a snowy mountain fortress dreamed by Eames.
"
movieQA	1899	How does Carrie feel about being named prom queen ?	She is angry	Carrie feels angry about being named prom queen .	She is surprised about being named prom queen .	"To Carrie's surprise but according to Chris and Billy's plan, she and Tommy are named prom king and queen.
"
